Tempo de resposta,Latencia,"Error (0 = OK, 1 = Error)",Timestamp,CPU (%),Memoria (MB)
0.23705220222473145,0.216963,0,2024-09-12 10:30:04,25.8,4497.16796875
0.2714817523956299,0.2388,0,2024-09-12 10:30:04,31.3,4497.16796875
0.30116939544677734,0.272456,0,2024-09-12 10:30:04,30.7,4496.66796875
0.3320493698120117,0.303195,0,2024-09-12 10:30:04,25.3,4497.16796875
0.37293505668640137,0.343394,0,2024-09-12 10:30:04,20.0,4496.66796875
0.41163158416748047,0.377293,0,2024-09-12 10:30:04,26.3,4496.66796875
0.4380497932434082,0.411082,0,2024-09-12 10:30:04,25.8,4496.66796875
0.4685521125793457,0.42902,0,2024-09-12 10:30:04,30.9,4496.51171875
0.5041625499725342,0.474012,0,2024-09-12 10:30:04,30.9,4496.53515625
0.5200307369232178,0.496203,0,2024-09-12 10:30:04,18.7,4496.1171875
0.5506711006164551,0.52479,0,2024-09-12 10:30:04,25.8,4497.16796875
0.5930492877960205,0.556368,0,2024-09-12 10:30:04,29.3,4531.75390625
0.6386308670043945,0.597107,0,2024-09-12 10:30:04,38.4,4524.55078125
0.6635937690734863,0.63626,0,2024-09-12 10:30:04,44.2,4529.43359375
0.6674160957336426,0.640191,0,2024-09-12 10:30:04,47.7,4537.1484375
0.7176101207733154,0.68464,0,2024-09-12 10:30:04,34.6,4534.921875
0.7264096736907959,0.7052,0,2024-09-12 10:30:04,27.4,4545.91796875
0.7602114677429199,0.735063,0,2024-09-12 10:30:04,22.6,4548.921875
0.8090448379516602,0.775539,0,2024-09-12 10:30:05,24.7,4555.0546875
0.8184068202972412,0.791088,0,2024-09-12 10:30:05,27.1,4554.7890625
0.8359858989715576,0.821529,0,2024-09-12 10:30:05,24.7,4566.515625
0.8785576820373535,0.851584,0,2024-09-12 10:30:05,29.4,4557.96875
0.9063291549682617,0.888867,0,2024-09-12 10:30:05,35.3,4561.18359375
0.9368224143981934,0.911213,0,2024-09-12 10:30:05,44.0,4549.3125
0.9822192192077637,0.957004,0,2024-09-12 10:30:05,43.4,4546.515625
0.9842157363891602,0.957873,0,2024-09-12 10:30:05,42.9,4545.65234375
1.0470314025878906,1.017125,0,2024-09-12 10:30:05,43.2,4559.73828125
1.0523996353149414,1.026962,0,2024-09-12 10:30:05,40.5,4557.4921875
1.082409143447876,1.058718,0,2024-09-12 10:30:05,39.7,4556.65625
1.1039981842041016,1.087086,0,2024-09-12 10:30:05,37.0,4562.79296875
1.1825530529022217,1.113168,0,2024-09-12 10:30:05,36.5,4570.99609375
1.2085514068603516,1.180101,0,2024-09-12 10:30:05,40.5,4570.4375
1.2405524253845215,1.225124,0,2024-09-12 10:30:05,42.1,4566.59765625
1.3057336807250977,1.277368,0,2024-09-12 10:30:05,35.7,4573.42578125
1.3176343441009521,1.298228,0,2024-09-12 10:30:05,30.6,4576.765625
1.3419880867004395,1.319197,0,2024-09-12 10:30:05,27.8,4572.5390625
1.4086642265319824,1.378747,0,2024-09-12 10:30:05,28.9,4572.52734375
1.4012494087219238,1.383874,0,2024-09-12 10:30:05,20.8,4573.68359375
1.4322395324707031,1.405272,0,2024-09-12 10:30:05,32.9,4587.69140625
1.4682159423828125,1.446142,0,2024-09-12 10:30:05,33.3,4588.86328125
1.4916939735412598,1.469216,0,2024-09-12 10:30:05,40.9,4584.39453125
1.5258409976959229,1.50217,0,2024-09-12 10:30:05,45.2,4586.3203125
1.595123529434204,1.560344,0,2024-09-12 10:30:05,49.4,4624.46875
1.6260831356048584,1.5994,0,2024-09-12 10:30:05,54.8,4637.4921875
1.6127707958221436,1.59016,0,2024-09-12 10:30:05,65.3,4592.25390625
1.6790332794189453,1.67615,0,2024-09-12 10:30:05,52.0,4598.69140625
1.6780340671539307,1.674423,0,2024-09-12 10:30:05,42.7,4601.7421875
1.7142364978790283,1.695753,0,2024-09-12 10:30:05,33.3,4602.4140625
1.8263940811157227,1.802713,0,2024-09-12 10:30:05,33.3,4601.71875
1.8383219242095947,1.814889,0,2024-09-12 10:30:06,32.5,4605.0703125
1.8668677806854248,1.840974,0,2024-09-12 10:30:06,24.7,4608.97265625
1.908214807510376,1.879815,0,2024-09-12 10:30:06,36.0,4613.76171875
1.9332778453826904,1.906989,0,2024-09-12 10:30:06,40.0,4615.2421875
1.9566595554351807,1.935884,0,2024-09-12 10:30:06,47.6,4618.9453125
1.9889371395111084,1.96504,0,2024-09-12 10:30:06,61.1,4624.0
2.0189242362976074,1.991773,0,2024-09-12 10:30:06,53.6,4624.19140625
2.0625438690185547,2.038617,0,2024-09-12 10:30:06,54.8,4625.54296875
2.0636489391326904,2.039018,0,2024-09-12 10:30:06,45.2,4629.84765625
2.1046481132507324,2.07771,0,2024-09-12 10:30:06,54.7,4632.71875
2.131650447845459,2.105539,0,2024-09-12 10:30:06,38.8,4634.41015625
2.165067195892334,2.141509,0,2024-09-12 10:30:06,30.6,4636.41015625
2.198171377182007,2.17904,0,2024-09-12 10:30:06,24.7,4638.25
2.2141294479370117,2.189713,0,2024-09-12 10:30:06,27.4,4640.375
2.2245419025421143,2.217233,0,2024-09-12 10:30:06,31.1,4642.09375
2.272066354751587,2.244738,0,2024-09-12 10:30:06,36.6,4644.46484375
2.3045432567596436,2.2819,0,2024-09-12 10:30:06,30.4,4644.71875
2.3320488929748535,2.307376,0,2024-09-12 10:30:06,36.8,4659.32421875
2.351541519165039,2.335143,0,2024-09-12 10:30:06,37.8,4657.77734375
2.4144976139068604,2.370905,0,2024-09-12 10:30:06,36.0,4657.7734375
2.4900729656219482,2.467059,0,2024-09-12 10:30:06,34.2,4656.828125
2.539126396179199,2.514567,0,2024-09-12 10:30:06,26.4,4656.453125
2.5595438480377197,2.532342,0,2024-09-12 10:30:06,20.8,4655.828125
2.563544273376465,2.544316,0,2024-09-12 10:30:06,24.7,4656.14453125
2.6170411109924316,2.590545,0,2024-09-12 10:30:06,28.4,4668.0078125
2.650722026824951,2.6233,0,2024-09-12 10:30:06,32.1,4670.0703125
2.650059461593628,2.624043,0,2024-09-12 10:30:06,36.2,4670.69140625
2.676071882247925,2.655158,0,2024-09-12 10:30:06,35.5,4668.05078125
2.697537422180176,2.676529,0,2024-09-12 10:30:06,31.2,4668.1796875
2.7529544830322266,2.727237,0,2024-09-12 10:30:06,33.3,4667.94140625
2.7513821125030518,2.738417,0,2024-09-12 10:30:07,27.4,4665.1953125
2.7970616817474365,2.782966,0,2024-09-12 10:30:07,55.8,4662.625
2.8149914741516113,2.80104,0,2024-09-12 10:30:07,37.6,4664.27734375
2.842539072036743,2.829285,0,2024-09-12 10:30:07,23.4,4663.9609375
2.9222092628479004,2.904678,1,2024-09-12 10:30:07,26.9,4664.796875
2.874964475631714,2.859221,0,2024-09-12 10:30:07,10.7,4659.8125
2.914534330368042,2.901525,0,2024-09-12 10:30:07,11.5,4660.8125
