Tempo de resposta,Latencia,"Error (0 = OK, 1 = Error)"
22.343610286712646,22.325602,0
22.456645965576172,22.434641,0
22.540605068206787,22.520281,1
22.55960512161255,22.535306,0
22.64772129058838,22.639556,0
22.785601139068604,22.763038,0
22.905654191970825,22.878949,0
23.022789001464844,23.001,0
23.1548171043396,23.130377,0
23.273634433746338,23.251876,0
23.377699613571167,23.351222,0
23.493595361709595,23.473117,0
23.617615938186646,23.601914,1
23.624626398086548,23.598148,0
23.74412488937378,23.733021,0
23.857581615447998,23.844308,0
24.00358009338379,23.980379,0
24.116587162017822,24.111426,0
24.248578548431396,24.236201,0
24.380167245864868,24.355873,0
24.506457805633545,24.488514,0
24.542588472366333,24.528042,1
24.563575744628906,24.547052,1
24.637583255767822,24.616281,0
24.73257303237915,24.709375,0
24.807274103164673,24.791505,1
24.8555691242218,24.83306,0
24.967576026916504,24.943435,0
25.07156777381897,25.049451,0
25.19556760787964,25.180714,0
25.24057912826538,25.226319,1
25.320576906204224,25.297825,0
25.451704740524292,25.426045,0
25.545143127441406,25.522483,0
25.655634880065918,25.629079,0
25.760615348815918,25.745211,0
25.88969087600708,25.867668,0
26.00906252861023,25.985446,0
26.107128381729126,26.092557,0
26.234550714492798,26.223494,0
26.3665452003479,26.343324,0
26.493544578552246,26.47207,0
26.595543384552002,26.581203,1
26.60154151916504,26.584483,0
26.67356562614441,26.657864,1
26.72554039955139,26.699372,0
26.74254035949707,26.725051,1
26.73654055595398,26.720488,1
26.852524518966675,26.827405,0
26.978044271469116,26.960928,0
27.102800607681274,27.078361,0
27.22552728652954,27.202688,0
27.346526622772217,27.322801,0
27.47075366973877,27.446746,0
27.59045100212097,27.574193,0
27.705450773239136,27.678147,0
27.80759882926941,27.782067,0
27.94451928138733,27.921268,0
28.059518575668335,28.034769,0
28.19351363182068,28.167785,0
28.3075110912323,28.274721,0
28.42651104927063,28.403567,0
28.54150891304016,28.515541,0
28.653507232666016,28.636089,0
28.7495059967041,28.734327,1
28.778507709503174,28.761566,1
28.779508352279663,28.762485,1
28.789507150650024,28.759157,0
28.90150737762451,28.877996,0
29.003511667251587,28.983361,1
28.997503995895386,28.985673,0
29.13149881362915,29.111821,0
29.238497257232666,29.220774,0
29.348496437072754,29.33405,1
29.379496574401855,29.36401,0
29.47349715232849,29.455222,1
29.501495122909546,29.476844,0
29.640492916107178,29.611865,0
29.75049090385437,29.732389,0
29.869490146636963,29.846006,0
29.97776174545288,29.952278,0
30.098484992980957,30.07867,0
30.228484630584717,30.203782,0
30.36348295211792,30.341356,0
30.47547960281372,30.450941,0
30.60190510749817,30.575999,0
30.720484495162964,30.699776,0
30.780477046966553,30.765751,1
30.855477809906006,30.835462,0
30.921475648880005,30.904361,1
30.981751680374146,30.956361,0
31.078723430633545,31.066766,0
31.220471382141113,31.19398,0
31.318470239639282,31.306221,0
31.441465616226196,31.430645,0
31.581463098526,31.559044,0
31.62646174430847,31.611396,1
31.62646174430847,31.612367,1
31.721463918685913,31.696508,0
31.81346321105957,31.788841,0
31.93640923500061,31.923711,0
32.06146001815796,32.035505,0
32.16645574569702,32.145529,0
32.30147051811218,32.279139,0
32.385451793670654,32.373056,0
32.39945197105408,32.387468,1
32.524450063705444,32.500668,0
32.63545203208923,32.621901,0
32.75977921485901,32.743135,1
32.77377796173096,32.747727,0
32.833778381347656,32.818976,1
32.910778760910034,32.896115,0
33.02277851104736,32.999568,0
33.128777265548706,33.102643,0
33.266894578933716,33.244523,0
33.363967418670654,33.336846,0
33.474101305007935,33.447904,0
33.60711359977722,33.579958,0
33.73011517524719,33.702152,0
33.84814214706421,33.831588,1
33.83814024925232,33.826306,0
33.974157094955444,33.951347,0
34.077157497406006,34.056856,1
34.07015633583069,34.056922,0
34.08515787124634,34.070931,1
34.21420216560364,34.191845,0
34.34120202064514,34.315113,0
34.46290349960327,34.448804,0
34.60447096824646,34.57797,0
34.71247172355652,34.689259,0
34.84048676490784,34.814489,0
34.97448945045471,34.950167,0
35.082486391067505,35.066145,0
35.208489418029785,35.185008,0
35.34648823738098,35.320959,0
35.456536054611206,35.430787,0
35.56957530975342,35.556715,0
35.69657850265503,35.682455,0
35.75457811355591,35.737919,1
35.83757472038269,35.814828,0
35.96287822723389,35.949348,0
36.10087728500366,36.079014,0
36.227880239486694,36.200867,0
36.34230327606201,36.319685,0
36.39387798309326,36.378073,1
36.47187876701355,36.45163,0
36.59744215011597,36.576881,0
36.69050312042236,36.665554,0
36.83659529685974,36.81842,0
36.964274883270264,36.939424,0
37.07941436767578,37.057494,0
37.21644186973572,37.198989,0
37.31127572059631,37.289881,0
37.45446848869324,37.44014,0
37.58302569389343,37.564345,0
37.616660594940186,37.600848,1
37.700098276138306,37.673744,0
37.8392014503479,37.815451,0
37.948042154312134,37.93535,0
38.074451208114624,38.054242,0
38.18659806251526,38.161365,0
38.312663316726685,38.288912,0
38.33597254753113,38.3191,1
38.43820595741272,38.415987,0
38.57662487030029,38.551763,0
38.68353748321533,38.665411,0
38.79067039489746,38.764584,0
38.92947864532471,38.906676,0
39.05191731452942,39.02818,0
39.17073059082031,39.148702,0
39.27086806297302,39.25219,0
39.37912440299988,39.358435,0
39.49914765357971,39.483675,1
39.49714112281799,39.484329,0
39.628140687942505,39.604688,0
39.745410680770874,39.735013,0
39.84091639518738,39.825593,1
39.88641309738159,39.863807,0
40.00441360473633,39.978715,0
40.13341403007507,40.109704,0
40.25541377067566,40.232427,0
40.36941409111023,40.357518,0
40.51541352272034,40.493747,0
40.639413833618164,40.613676,0
40.751060485839844,40.730732,0
40.855403661727905,40.834818,0
40.97995376586914,40.958901,0
41.08395504951477,41.071492,0
41.22295379638672,41.195348,0
41.33595299720764,41.323058,0
41.474955320358276,41.462743,0
41.567054748535156,41.551224,1
41.59207081794739,41.56918,0
41.71636939048767,41.689946,0
41.839648485183716,41.82498,0
41.971649169921875,41.947467,0
42.09264802932739,42.071483,0
42.228649377822876,42.204293,0
42.351909160614014,42.338814,0
42.4799222946167,42.45633,0
42.569923877716064,42.558496,0
42.574923276901245,42.562827,1
42.70492219924927,42.681215,0
42.8329222202301,42.810492,0
42.95297956466675,42.931204,0
43.02249574661255,43.007908,1
43.07051134109497,43.050263,0
43.17651033401489,43.154077,0
43.28851127624512,43.275527,0
43.3978910446167,43.381988,1
43.4288911819458,43.402273,0
43.5658905506134,43.544566,0
43.6768913269043,43.654798,0
43.81089162826538,43.788887,0
43.91047811508179,43.897601,0
44.00028157234192,43.983685,1
44.0497567653656,44.028924,0
44.18928337097168,44.164088,0
44.30828237533569,44.282613,0
44.427345514297485,44.416336,0
44.556954860687256,44.530316,0
44.68595266342163,44.659878,0
44.80995512008667,44.788168,0
44.95048236846924,44.925203,0
45.06425881385803,45.039923,0
45.18782639503479,45.162946,0
45.31382703781128,45.288333,0
45.34235239028931,45.326647,1
45.44582676887512,45.428613,0
45.548142433166504,45.536229,0
45.69914269447327,45.673344,0
45.82614254951477,45.803399,0
45.94371962547302,45.922062,0
46.029189348220825,46.016866,0
46.16719102859497,46.14638,0
46.3034725189209,46.281301,0
46.41347146034241,46.389417,0
46.48752784729004,46.471678,1
46.534515619277954,46.50916,0
46.6155321598053,46.604018,0
46.753806591033936,46.731048,0
46.885852575302124,46.858781,0
46.968857288360596,46.952314,1
46.9898567199707,46.965236,0
47.123018980026245,47.097971,0
47.23757886886597,47.225139,0
47.363147497177124,47.341537,0
47.47648906707764,47.464012,0
47.6014883518219,47.583715,1
47.61848855018616,47.591555,0
47.74249053001404,47.71881,0
47.87548875808716,47.856628,0
47.99053072929382,47.966173,0
48.12853264808655,48.101992,0
48.2455313205719,48.220637,0
48.3668098449707,48.34745,0
48.491939067840576,48.468002,0
48.61823058128357,48.592442,0
48.744232416152954,48.718999,0
48.78823137283325,48.774029,1
48.88350558280945,48.861843,0
48.99450492858887,48.967222,0
49.12850332260132,49.104462,0
49.145503282547,49.13125,1
49.14850378036499,49.133038,1
49.21950554847717,49.204809,0
49.339011669158936,49.32672,0
49.47550821304321,49.451832,0
49.591537952423096,49.578024,0
49.72599506378174,49.699948,0
49.7745361328125,49.759069,1
49.85499620437622,49.829281,0
50.0035355091095,49.987343,0
50.10299491882324,50.079593,0
50.21199560165405,50.199492,0
50.33799958229065,50.328358,0
50.48299741744995,50.45861,0
50.59853744506836,50.574188,0
50.7235381603241,50.700713,0
50.83099722862244,50.810423,0
50.91053867340088,50.894828,1
50.93499708175659,50.914196,0
51.0565390586853,51.035172,0
51.1579966545105,51.133019,0
51.166003704071045,51.140051,1
51.16599750518799,51.138887,1
51.280998945236206,51.256185,0
51.39968752861023,51.372784,0
51.52185940742493,51.501149,0
51.64385676383972,51.627084,1
51.640859603881836,51.613361,0
51.7588586807251,51.7328,0
51.883862018585205,51.856688,0
52.003859996795654,51.992264,0
52.12885928153992,52.113008,0
52.2548623085022,52.228527,0
52.3778600692749,52.357517,0
52.500861167907715,52.482013,0
52.60979676246643,52.586945,0
52.72616267204285,52.702914,0
52.82515859603882,52.811943,1
52.82416009902954,52.812304,0
52.93415307998657,52.923863,0
53.05415153503418,53.040042,1
53.05615186691284,53.040892,1
53.07715058326721,53.053531,0
53.20914936065674,53.190601,0
53.32714509963989,53.302576,0
53.452146768569946,53.428992,0
53.560237884521484,53.546968,0
53.702144384384155,53.677572,0
53.83614206314087,53.810533,0
53.93813943862915,53.926,0
54.07814288139343,54.054823,0
54.20715355873108,54.189891,0
54.31913375854492,54.307649,0
54.468138694763184,54.441957,0
54.52513360977173,54.50893,1
54.56512928009033,54.538194,0
54.644129514694214,54.629672,1
54.69012665748596,54.665665,0
54.828123807907104,54.803943,0
54.891128063201904,54.875545,1
54.93664050102234,54.917325,0
55.056122064590454,55.036473,0
55.15412163734436,55.130137,0
55.27611804008484,55.25094,0
55.40111684799194,55.380875,0
55.44214367866516,55.426015,1
55.530269384384155,55.505206,0
55.61269426345825,55.601056,0
55.736210346221924,55.72325,0
55.892526626586914,55.870139,0
55.98811101913452,55.978044,0
56.12910866737366,56.111424,1
56.13806891441345,56.114892,0
56.24019742012024,56.22747,0
56.37869596481323,56.358537,0
56.5091028213501,56.486383,0
56.6361026763916,56.610078,0
56.68409848213196,56.670283,1
56.76009654998779,56.738247,0
56.79219460487366,56.775506,1
56.8720965385437,56.84916,0
56.97067618370056,56.957225,0
57.10419940948486,57.078463,0
57.232091665267944,57.204752,0
57.356512784957886,57.333179,0
57.459664821624756,57.432448,0
57.58508658409119,57.568265,1
57.59461259841919,57.572288,0
57.69208216667175,57.667359,0
57.8150839805603,57.789382,0
57.93107986450195,57.920774,0
58.04407858848572,58.019477,0
58.14208245277405,58.12959,0
58.278074502944946,58.264407,0
58.39307236671448,58.380511,0
58.44119358062744,58.425704,1
58.53307271003723,58.51785,0
58.6490695476532,58.6336,1
58.65907406806946,58.635349,0
58.68765044212341,58.672727,1
58.791627645492554,58.77488,0
58.91006541252136,58.887418,0
59.00748682022095,58.986577,1
59.021483421325684,58.996122,0
59.1254940032959,59.103026,0
59.24906063079834,59.227769,0
59.364192962646484,59.33989,0
59.47563815116882,59.451904,0
59.58405828475952,59.557066,0
59.670055866241455,59.655277,0
59.8130521774292,59.798455,1
59.81447124481201,59.789063,0
59.945478439331055,59.919757,0
60.05005121231079,60.024129,0
60.171045780181885,60.147978,0
60.27761101722717,60.254479,0
60.39821696281433,60.376506,0
60.43004655838013,60.41561,1
60.52562117576599,60.502679,0
60.65504336357117,60.639378,0
60.77262878417969,60.746477,0
60.891624212265015,60.863558,0
60.98461580276489,60.972825,1
60.972615003585815,60.961334,0
61.11502265930176,61.090433,0
61.242552757263184,61.222122,0
61.345447301864624,61.32255,0
61.43646192550659,61.425055,0
61.473445415496826,61.456778,1
61.588605880737305,61.572904,1
61.57860779762268,61.553321,0
61.704604625701904,61.679809,0
61.82460165023804,61.80427,0
61.95002889633179,61.934621,1
61.934030055999756,61.907498,0
62.064138412475586,62.044354,0
62.181599378585815,62.164721,1
62.18359398841858,62.156442,0
62.30559325218201,62.282184,0
62.41743016242981,62.392632,0
62.53959107398987,62.516176,0
62.67458891868591,62.649351,0
62.8000054359436,62.778531,0
62.91800618171692,62.895256,0
63.04900884628296,63.022902,0
63.15078616142273,63.138516,0
63.29357886314392,63.270488,0
63.4106171131134,63.389776,0
63.51957631111145,63.495632,0
63.66162037849426,63.645805,0
63.778571128845215,63.753282,0
63.79552459716797,63.780533,1
63.900580406188965,63.882603,0
64.00256705284119,63.989719,0
64.14109230041504,64.121041,0
64.253990650177,64.230486,0
64.32456302642822,64.308671,1
64.37556147575378,64.354921,0
64.49355816841125,64.467913,0
64.60543274879456,64.583554,0
64.7060763835907,64.6902,1
64.73155951499939,64.707642,0
64.85051321983337,64.821042,1
64.85155200958252,64.835415,0
64.97255659103394,64.947947,0
65.07856369018555,65.056046,0
65.2079746723175,65.180284,0
65.31755495071411,65.301944,0
65.48154544830322,65.454465,0
65.58496499061584,65.56315,0
65.72354388237,65.701163,0
65.80354142189026,65.790643,0
65.91096544265747,65.894211,1
65.95396256446838,65.93047,0
66.03238677978516,66.017556,1
66.06337928771973,66.042047,0
66.17109942436218,66.147621,0
66.29353475570679,66.271861,0
66.41837859153748,66.392161,1
66.4023768901825,66.376305,0
66.52252984046936,66.506962,1
66.52206301689148,66.499426,0
66.657949924469,66.635807,0
66.76049876213074,66.735653,0
66.8875343799591,66.864551,0
67.00248336791992,66.987952,0
67.11152029037476,67.096248,1
67.13152027130127,67.106222,0
67.24857759475708,67.224341,0
67.34048819541931,67.327856,1
67.35941100120544,67.33546,0
67.45209288597107,67.440495,0
67.60751605033875,67.584312,0
67.742520570755,67.718446,0
67.85493588447571,67.82921,0
67.97751235961914,67.944212,0
68.07892894744873,68.052759,0
68.20093607902527,68.175153,0
68.33851218223572,68.3133,0
68.46487617492676,68.441523,0
68.5693461894989,68.54311,1
68.57234072685242,68.551177,0
68.69350790977478,68.666864,0
68.81649708747864,68.793865,0
68.93050169944763,68.906038,0
69.05749535560608,69.035091,0
69.18850135803223,69.173861,0
69.26833248138428,69.252374,1
69.30733680725098,69.280509,0
69.43833565711975,69.414516,0
69.56149554252625,69.539323,0
69.65848588943481,69.634996,0
69.71648693084717,69.701162,1
69.76848602294922,69.744166,0
69.8761293888092,69.859848,0
70.02048301696777,69.996874,0
70.11848092079163,70.093212,0
70.24847841262817,70.225077,0
70.37747502326965,70.351338,0
70.47149109840393,70.457973,1
70.49262595176697,70.47064,0
70.6193196773529,70.591476,0
70.72331190109253,70.697697,0
70.84946632385254,70.82393,0
70.98247385025024,70.956487,0
71.10846519470215,71.082385,0
71.21946406364441,71.205239,0
71.34046292304993,71.315339,0
71.3684630393982,71.352618,1
71.46619129180908,71.444612,0
71.51031494140625,71.495445,1
71.60347199440002,71.572489,0
71.72146511077881,71.696694,0
71.79039168357849,71.776466,1
71.79039168357849,71.774225,1
71.83645224571228,71.815285,0
71.95145392417908,71.927327,0
72.07245993614197,72.051006,0
72.19444346427917,72.172465,0
72.33644270896912,72.311373,0
72.44743990898132,72.42042,0
72.56644320487976,72.543907,0
72.69427824020386,72.670637,0
72.83043766021729,72.806116,0
72.94143605232239,72.91394,0
73.06244158744812,73.042218,0
73.20043325424194,73.175738,0
73.3114366531372,73.272169,0
73.44843077659607,73.429932,0
73.52742838859558,73.502894,0
73.61732292175293,73.603494,1
73.67942953109741,73.65647,0
73.80126309394836,73.783206,0
73.90742611885071,73.886528,0
73.98842191696167,73.965823,0
74.07942914962769,74.069355,0
74.14042496681213,74.112878,1
74.23141741752625,74.21624,1
74.2214252948761,74.199593,0
74.32541608810425,74.30263,0
74.43641352653503,74.413021,0
74.54341411590576,74.53012,0
74.6684193611145,74.656253,0
74.82383489608765,74.808266,1
74.81983351707458,74.79165,0
74.9524073600769,74.927714,0
75.05740642547607,75.037248,0
75.16440916061401,75.141924,0
75.19540476799011,75.179144,1
75.26740193367004,75.256637,0
75.38640451431274,75.373621,0
75.52039647102356,75.503088,0
75.62023520469666,75.605632,0
75.78239417076111,75.750472,1
75.77141237258911,75.742523,0
75.89639854431152,75.868111,0
76.01339197158813,75.991394,0
76.13439440727234,76.108412,0
76.25238752365112,76.229598,0
76.34038424491882,76.320337,1
76.36938381195068,76.343162,0
76.49938368797302,76.4784,0
76.61238265037537,76.588845,0
76.74637961387634,76.723938,0
76.88302874565125,76.856817,0
76.99837923049927,76.972683,0
77.11237406730652,77.088846,0
77.2443745136261,77.221794,0
77.37037086486816,77.348472,0
77.463369846344,77.451053,0
77.59537625312805,77.57706,0
77.71836376190186,77.697653,0
77.83836483955383,77.826789,0
77.98136281967163,77.952424,0
78.0153636932373,77.999601,1
78.0983579158783,78.075778,0
78.22535729408264,78.200287,0
78.2673671245575,78.249688,1
78.35119581222534,78.32508,0
78.48736071586609,78.460843,0
78.6153552532196,78.592374,0
78.72518920898438,78.699337,0
78.85234951972961,78.825572,0
78.97535443305969,78.952366,0
79.09834718704224,79.086012,0
79.24434304237366,79.218402,0
79.36034202575684,79.332991,0
79.48434710502625,79.460634,0
79.6113395690918,79.585326,0
79.73231267929077,79.711357,0
79.8543312549591,79.831384,0
79.98174929618835,79.957193,0
80.02382731437683,80.007887,1
80.12133359909058,80.095729,0
80.16434049606323,80.149979,1
80.25132918357849,80.22944,0
80.29133367538452,80.275859,1
80.35134482383728,80.3323,0
80.40732550621033,80.391874,1
80.45232391357422,80.432432,0
80.57132172584534,80.549115,0
80.6843204498291,80.665309,0
80.79432034492493,80.772021,0
80.8908178806305,80.879659,0
81.02431511878967,81.002106,0
81.0683159828186,81.051732,1
81.12092018127441,81.110342,0
81.25573182106018,81.237207,0
81.36031460762024,81.337479,0
81.49630904197693,81.471721,0
81.61530447006226,81.590018,0
81.71630549430847,81.692477,0
81.85030102729797,81.833143,0
81.98213911056519,81.956575,0
82.08829927444458,82.07633,0
82.22030663490295,82.196699,0
82.33429551124573,82.322863,0
82.47013831138611,82.449674,0
82.61129260063171,82.585181,0
82.73529314994812,82.713526,0
82.79772067070007,82.781331,1
82.84828782081604,82.823624,0
82.97328639030457,82.950568,0
83.09128403663635,83.07161,0
83.2152807712555,83.188817,0
83.34029531478882,83.318726,0
83.47727942466736,83.454112,0
83.58927822113037,83.566225,0
83.72327876091003,83.701983,0
83.84627318382263,83.824509,0
83.95327258110046,83.933865,0
84.05827236175537,84.038989,0
84.19327187538147,84.167937,0
84.27626776695251,84.257566,1
84.3042688369751,84.288932,0
84.43527364730835,84.410538,0
84.54775333404541,84.520093,0
84.66426253318787,84.640805,0
84.76975417137146,84.746122,0
84.87626552581787,84.862417,1
84.8842601776123,84.857309,0
85.01629376411438,84.991712,0
85.11525678634644,85.105254,0
85.25825476646423,85.232421,0
85.38250756263733,85.367326,0
85.47425055503845,85.45876,1
85.51724982261658,85.498168,0
85.6472475528717,85.620746,0
85.7492470741272,85.734395,0
85.8732590675354,85.861701,0
86.02024221420288,86.002573,0
86.13024806976318,86.111474,0
86.24223971366882,86.216625,0
86.36625051498413,86.34428,0
86.50223755836487,86.4778,0
86.60823392868042,86.584057,0
86.71022987365723,86.684339,0
86.8082320690155,86.793053,0
86.94122958183289,86.916233,0
87.02722811698914,87.0109,1
87.06322598457336,87.041625,0
87.17022681236267,87.14789,0
87.29522275924683,87.271333,0
87.40722250938416,87.387524,0
87.50793981552124,87.484909,0
87.53584551811218,87.519256,1
87.63422727584839,87.611701,0
87.76022100448608,87.73491,0
87.89721465110779,87.873915,0
88.01721525192261,87.993177,0
88.09721779823303,88.082566,1
88.12921023368835,88.10745,0
88.24421310424805,88.228709,0
88.3751471042633,88.348801,0
88.50020933151245,88.481884,0
88.62920928001404,88.602839,0
88.74720048904419,88.722952,0
88.88720154762268,88.862558,0
88.99819922447205,88.972785,0
89.11620020866394,89.09153,0
89.20816469192505,89.195335,0
89.30520701408386,89.289701,1
89.30320596694946,89.288771,1
89.3382019996643,89.3151,0
89.46619057655334,89.443178,0
89.5581967830658,89.539269,1
89.59019041061401,89.566089,0
89.71420001983643,89.694268,0
89.82318329811096,89.809735,0
89.97018909454346,89.949072,0
90.0061821937561,89.992605,1
90.08818316459656,90.062786,0
90.17918491363525,90.162243,1
90.21019053459167,90.183284,0
90.33417773246765,90.314857,0
90.45617771148682,90.436189,0
90.58312511444092,90.55851,0
90.65712523460388,90.641937,1
90.70517492294312,90.683585,0
90.8271701335907,90.803934,0
90.9501748085022,90.926271,0
91.01560616493225,90.997698,1
91.04517936706543,91.031874,0
91.19917583465576,91.173222,0
91.31216311454773,91.285443,0
91.38916182518005,91.372448,1
91.43516230583191,91.411663,0
91.57716274261475,91.554113,0
91.63517689704895,91.620294,1
91.68616056442261,91.661703,0
91.80818462371826,91.783813,0
91.94698739051819,91.921669,0
92.0591516494751,92.031965,0
92.18014860153198,92.157779,0
92.30915069580078,92.283957,0
92.44264793395996,92.423746,0
92.55114555358887,92.530894,0
92.59857225418091,92.581231,1
92.6841561794281,92.656874,0
92.8181483745575,92.791353,0
92.93813848495483,92.915466,0
93.0355589389801,93.022119,0
93.07955813407898,93.063896,1
93.18113327026367,93.157906,0
93.31013298034668,93.284927,0
93.44764876365662,93.422875,0
93.55713558197021,93.53385,0
93.69013357162476,93.663703,0
93.79055595397949,93.764089,0
93.86512851715088,93.84872,1
93.91607522964478,93.889302,0
94.04013466835022,94.017252,0
94.18417072296143,94.157213,0
