Tempo de resposta,Latencia,"Error (0 = OK, 1 = Error)",Timestamp,CPU (%),Memoria (MB)
0.6084849834442139,0.604474,0,2024-09-12 17:39:26,0.0,5035.05078125
0.6953730583190918,0.686117,0,2024-09-12 17:39:26,8.3,5045.40234375
0.9852762222290039,0.956918,0,2024-09-12 17:39:26,9.8,5059.2890625
1.731245517730713,1.730139,0,2024-09-12 17:39:27,10.7,5057.48828125
1.7809059619903564,1.752073,0,2024-09-12 17:39:27,13.6,5063.1328125
2.2952120304107666,2.293396,0,2024-09-12 17:39:27,19.0,5066.95703125
2.487459659576416,2.476372,0,2024-09-12 17:39:27,8.3,5135.0625
2.1562447547912598,2.119224,0,2024-09-12 17:39:27,0.0,5047.46484375
2.5203449726104736,2.314919,0,2024-09-12 17:39:27,21.3,5061.09765625
2.3141815662384033,2.039069,0,2024-09-12 17:39:27,45.8,5066.59375
1.8971657752990723,1.894739,0,2024-09-12 17:39:28,26.1,5066.05859375
1.931753158569336,1.929905,0,2024-09-12 17:39:28,18.6,5101.37109375
2.562988519668579,2.560094,0,2024-09-12 17:39:28,20.6,5107.1328125
2.566603899002075,2.564613,0,2024-09-12 17:39:28,27.4,5083.484375
2.428931474685669,2.426472,0,2024-09-12 17:39:28,27.8,5082.28125
1.9600939750671387,1.933702,0,2024-09-12 17:39:28,22.2,5081.95703125
1.9900321960449219,1.9852,0,2024-09-12 17:39:28,7.4,5081.62109375
1.9984748363494873,1.997323,0,2024-09-12 17:39:28,7.0,5081.3046875
2.0015809535980225,1.985488,0,2024-09-12 17:39:28,19.2,5081.296875
2.0014913082122803,1.998534,0,2024-09-12 17:39:28,43.8,5080.6875
2.086923360824585,2.086018,0,2024-09-12 17:39:28,22.6,5085.390625
2.4938085079193115,2.463078,0,2024-09-12 17:39:29,8.7,5095.7421875
2.714043378829956,2.697739,0,2024-09-12 17:39:29,7.1,5089.98828125
3.089754104614258,3.070967,0,2024-09-12 17:39:29,14.3,5096.78515625
3.1182518005371094,3.098296,0,2024-09-12 17:39:29,19.2,5088.484375
3.180267810821533,3.16301,0,2024-09-12 17:39:29,21.8,5088.22265625
3.242652177810669,3.225054,0,2024-09-12 17:39:29,22.7,5087.78125
3.473637104034424,3.445037,0,2024-09-12 17:39:29,28.0,5087.4375
3.3776559829711914,3.352951,0,2024-09-12 17:39:29,20.3,5088.0859375
3.7014126777648926,3.682934,0,2024-09-12 17:39:29,13.0,5088.2109375
2.952336311340332,2.926794,0,2024-09-12 17:39:29,10.3,5092.06640625
3.7995877265930176,3.783629,0,2024-09-12 17:39:29,10.0,5095.67578125
3.256582498550415,3.253874,0,2024-09-12 17:39:29,20.9,5097.6328125
3.998473882675171,3.973035,0,2024-09-12 17:39:30,16.2,5099.3515625
4.026832818984985,3.989652,0,2024-09-12 17:39:30,12.3,5107.73046875
3.97003436088562,3.964839,0,2024-09-12 17:39:30,23.5,5147.90234375
4.195375680923462,4.190606,0,2024-09-12 17:39:30,18.9,5104.484375
4.67375636100769,4.651524,0,2024-09-12 17:39:30,7.7,5104.140625
4.288805723190308,4.270306,0,2024-09-12 17:39:30,11.2,5103.81640625
4.857468843460083,4.8307,0,2024-09-12 17:39:30,11.7,5103.5546875
4.762853384017944,4.740022,0,2024-09-12 17:39:30,21.2,5102.53125
4.245495557785034,4.231195,0,2024-09-12 17:39:30,17.0,5102.53125
4.633658409118652,4.604037,0,2024-09-12 17:39:31,13.8,5112.41796875
4.758222818374634,4.742645,0,2024-09-12 17:39:31,12.1,5112.86328125
5.425851345062256,5.395002,0,2024-09-12 17:39:32,7.6,5106.1953125
5.909235239028931,5.89136,0,2024-09-12 17:39:32,6.6,5105.90234375
6.2113823890686035,6.197967,0,2024-09-12 17:39:32,12.5,5105.55859375
5.802551746368408,5.779879,0,2024-09-12 17:39:32,14.3,5105.25
5.629951238632202,5.628015,0,2024-09-12 17:39:32,23.6,5116.4765625
6.405366659164429,6.392798,0,2024-09-12 17:39:32,12.4,5116.16015625
5.828025579452515,5.801171,0,2024-09-12 17:39:32,8.3,5130.91015625
5.932704448699951,5.916627,0,2024-09-12 17:39:32,12.6,5158.7890625
6.276746511459351,6.271052,0,2024-09-12 17:39:32,12.2,5126.0546875
6.4053003787994385,6.390399,0,2024-09-12 17:39:32,22.4,5125.68359375
6.725970506668091,6.703462,0,2024-09-12 17:39:32,46.8,5125.68359375
6.769146680831909,6.756505,0,2024-09-12 17:39:32,51.7,5105.5703125
6.537205934524536,6.507515,0,2024-09-12 17:39:33,31.7,5105.24609375
6.672769784927368,6.657384,0,2024-09-12 17:39:33,9.6,5104.921875
6.800200462341309,6.789227,0,2024-09-12 17:39:33,29.9,5104.59765625
7.1308135986328125,7.10459,0,2024-09-12 17:39:33,38.3,5104.265625
6.965845346450806,6.957613,0,2024-09-12 17:39:33,51.2,5107.99609375
6.621022462844849,6.606377,0,2024-09-12 17:39:33,38.2,5106.48046875
6.934643030166626,6.926058,0,2024-09-12 17:39:33,19.4,5103.91796875
6.925473213195801,6.910633,0,2024-09-12 17:39:33,14.5,5107.71875
7.114578723907471,7.106573,0,2024-09-12 17:39:33,10.6,5107.2890625
7.416080951690674,7.414663,0,2024-09-12 17:39:33,21.7,5106.4375
7.436846971511841,7.42474,0,2024-09-12 17:39:33,31.3,5106.05859375
7.74111533164978,7.7241,0,2024-09-12 17:39:33,60.0,5106.05859375
7.66629433631897,7.644715,0,2024-09-12 17:39:33,26.3,5105.88671875
7.872545480728149,7.856796,0,2024-09-12 17:39:34,9.9,5108.8671875
7.601965427398682,7.590821,0,2024-09-12 17:39:34,10.5,5117.01171875
7.742624282836914,7.734112,0,2024-09-12 17:39:34,27.8,5116.6640625
7.674782991409302,7.657892,0,2024-09-12 17:39:34,26.7,5118.5703125
7.477317810058594,7.452076,0,2024-09-12 17:39:34,32.4,5119.9921875
8.146071672439575,8.121462,0,2024-09-12 17:39:34,26.3,5121.44140625
8.040731430053711,8.025098,0,2024-09-12 17:39:34,24.4,5123.1484375
7.9788572788238525,7.961165,0,2024-09-12 17:39:34,34.9,5126.83984375
8.059427499771118,8.04069,0,2024-09-12 17:39:34,36.0,5126.50390625
8.033827304840088,8.014366,0,2024-09-12 17:39:34,18.9,5131.13671875
8.003519058227539,7.977022,0,2024-09-12 17:39:34,28.0,5134.1953125
8.55266547203064,8.539958,0,2024-09-12 17:39:34,0.0,5136.65234375
8.56351113319397,8.519014,0,2024-09-12 17:39:34,43.2,5137.64453125
8.301157712936401,8.284192,0,2024-09-12 17:39:34,0.0,5137.07421875
8.533026933670044,8.503214,0,2024-09-12 17:39:34,47.1,5137.0703125
8.467108964920044,8.440781,0,2024-09-12 17:39:34,47.2,5137.07421875
8.184654712677002,8.158885,0,2024-09-12 17:39:34,0.0,5137.17578125
8.598827838897705,8.575764,0,2024-09-12 17:39:34,45.2,5137.23046875
8.671298503875732,8.645003,0,2024-09-12 17:39:34,0.0,5136.78515625
8.279206037521362,8.258585,0,2024-09-12 17:39:34,52.4,5140.1640625
8.664543628692627,8.640807,0,2024-09-12 17:39:34,57.1,5140.265625
8.410793542861938,8.3941,0,2024-09-12 17:39:34,54.3,5139.37890625
8.260372877120972,8.243796,0,2024-09-12 17:39:34,36.5,5156.17578125
8.667760848999023,8.6375,0,2024-09-12 17:39:34,40.1,5153.12890625
8.497802734375,8.473168,0,2024-09-12 17:39:34,29.4,5152.87109375
8.650427103042603,8.625699,0,2024-09-12 17:39:34,35.6,5152.5390625
8.907519817352295,8.904293,0,2024-09-12 17:39:34,30.7,5152.203125
8.749252080917358,8.720233,0,2024-09-12 17:39:35,9.2,5151.87890625
8.790944337844849,8.764041,0,2024-09-12 17:39:35,13.1,5151.7265625
8.846189260482788,8.832746,0,2024-09-12 17:39:35,27.7,5156.72265625
