Tempo de resposta,Latencia,"Error (0 = OK, 1 = Error)",Timestamp,CPU (%),Memoria (MB)
1.498483657836914,1.498965,1,2024-09-12 16:57:09,0.0,3994.48046875
2.001020908355713,2.004475,1,2024-09-12 16:57:09,0.0,3994.4921875
2.0165553092956543,1.99565,1,2024-09-12 16:57:09,18.2,3994.66796875
2.0165553092956543,2.00885,1,2024-09-12 16:57:09,0.0,3994.671875
2.032054901123047,2.005528,1,2024-09-12 16:57:09,0.0,3993.6796875
2.032054901123047,2.010485,1,2024-09-12 16:57:09,0.0,3992.92578125
2.0634899139404297,2.051435,1,2024-09-12 16:57:09,0.0,3991.24609375
2.0479555130004883,2.049626,1,2024-09-12 16:57:09,0.0,3989.6796875
2.18963885307312,2.139404,1,2024-09-12 16:57:09,0.0,3986.2265625
2.18963885307312,2.140755,1,2024-09-12 16:57:09,0.0,3986.03125
2.2365434169769287,2.224645,0,2024-09-12 16:57:09,0.0,3985.9140625
2.4742214679718018,2.451182,0,2024-09-12 16:57:09,0.0,3985.8671875
2.494074821472168,2.48151,0,2024-09-12 16:57:10,13.1,4058.37109375
2.565269947052002,2.554308,0,2024-09-12 16:57:10,18.0,4064.80078125
2.659313678741455,2.662766,0,2024-09-12 16:57:10,18.1,4065.8828125
2.6749367713928223,2.667104,0,2024-09-12 16:57:10,18.0,4066.62890625
2.7375662326812744,2.734659,0,2024-09-12 16:57:10,18.4,4070.79296875
2.910144090652466,2.907045,0,2024-09-12 16:57:10,18.4,4070.55078125
2.957200765609741,2.944141,0,2024-09-12 16:57:10,18.4,4069.71484375
3.600083827972412,3.594929,0,2024-09-12 16:57:10,18.6,4069.4765625
3.600083827972412,3.599001,0,2024-09-12 16:57:11,18.9,4070.96875
3.6157069206237793,3.614839,1,2024-09-12 16:57:11,18.9,4073.15625
3.600083827972412,3.606608,1,2024-09-12 16:57:11,18.7,4068.75
3.600083827972412,3.608679,1,2024-09-12 16:57:11,22.4,4100.80078125
3.600083827972412,3.596967,0,2024-09-12 16:57:11,42.2,4103.1640625
3.600083827972412,3.606172,0,2024-09-12 16:57:11,40.6,4108.640625
3.6157069206237793,3.61036,1,2024-09-12 16:57:11,37.8,4110.140625
3.6311752796173096,3.619682,1,2024-09-12 16:57:11,43.6,4105.69921875
3.6311752796173096,3.617898,1,2024-09-12 16:57:11,39.1,4111.328125
3.6155521869659424,3.604744,0,2024-09-12 16:57:11,35.9,4114.33203125
3.726173162460327,3.717864,0,2024-09-12 16:57:12,13.3,4117.6171875
3.823828935623169,3.826451,0,2024-09-12 16:57:12,14.2,4112.89453125
3.951380491256714,3.933646,0,2024-09-12 16:57:12,12.9,4115.43359375
4.082488298416138,4.077455,0,2024-09-12 16:57:12,15.1,4120.6796875
4.211487770080566,4.194786,0,2024-09-12 16:57:12,13.8,4120.28515625
4.368117570877075,4.355943,0,2024-09-12 16:57:12,27.1,4119.2421875
4.399501085281372,4.372842,0,2024-09-12 16:57:12,27.3,4119.2421875
4.525619268417358,4.507458,0,2024-09-12 16:57:12,26.8,4119.2109375
5.123968124389648,4.736968,0,2024-09-12 16:57:12,27.4,4119.2265625
5.70290994644165,5.707356,0,2024-09-12 16:57:12,27.4,4119.14453125
5.70290994644165,5.706286,0,2024-09-12 16:57:12,27.0,4119.12890625
5.7185375690460205,5.716188,1,2024-09-12 16:57:12,21.3,4118.421875
5.70290994644165,5.707173,0,2024-09-12 16:57:12,16.6,4110.1875
5.7185375690460205,5.721339,1,2024-09-12 16:57:12,14.1,4110.01953125
5.70290994644165,5.712533,0,2024-09-12 16:57:13,12.6,4109.91015625
5.70290994644165,5.707411,0,2024-09-12 16:57:13,14.7,4108.9921875
5.7185375690460205,5.727781,1,2024-09-12 16:57:13,15.9,4104.30078125
5.70290994644165,5.710825,1,2024-09-12 16:57:13,17.0,4113.53515625
5.70290994644165,5.701557,0,2024-09-12 16:57:13,18.4,4107.15234375
5.718418121337891,5.714258,1,2024-09-12 16:57:13,17.0,4105.86328125
5.718418121337891,5.714625,0,2024-09-12 16:57:13,26.2,4105.6171875
5.734045743942261,5.717872,0,2024-09-12 16:57:13,26.5,4105.4765625
5.734719276428223,5.722076,1,2024-09-12 16:57:14,33.0,4104.53515625
5.844109535217285,5.830889,0,2024-09-12 16:57:14,31.4,4104.4375
5.844109535217285,5.841095,1,2024-09-12 16:57:14,24.7,4103.4140625
5.985201358795166,5.975597,0,2024-09-12 16:57:14,23.3,4103.36328125
6.1400110721588135,6.124716,0,2024-09-12 16:57:14,24.1,4102.97265625
6.124374628067017,6.10266,0,2024-09-12 16:57:14,23.9,4104.90625
6.298197031021118,6.285602,0,2024-09-12 16:57:14,24.4,4126.3046875
6.439610242843628,6.423878,0,2024-09-12 16:57:14,22.3,4130.37109375
6.549842357635498,6.539308,0,2024-09-12 16:57:14,34.3,4132.05859375
6.581233263015747,6.569751,1,2024-09-12 16:57:14,32.5,4110.2421875
6.673138856887817,6.661541,0,2024-09-12 16:57:14,25.9,4110.23046875
6.783961534500122,6.770624,1,2024-09-12 16:57:14,26.8,4109.23046875
6.830667734146118,6.835051,0,2024-09-12 16:57:14,31.1,4124.3359375
6.830667734146118,6.824952,0,2024-09-12 16:57:15,29.9,4136.625
7.019120454788208,6.993785,0,2024-09-12 16:57:15,31.2,4138.6875
7.0985190868377686,7.103726,0,2024-09-12 16:57:15,33.4,4137.10546875
7.224180459976196,7.201682,1,2024-09-12 16:57:15,45.9,4137.93359375
7.242973327636719,7.222378,1,2024-09-12 16:57:15,42.5,4132.51953125
7.2230305671691895,7.203066,0,2024-09-12 16:57:15,35.6,4143.0390625
7.317036867141724,7.311255,1,2024-09-12 16:57:15,33.5,4142.921875
7.363912343978882,7.345762,0,2024-09-12 16:57:15,32.8,4134.08984375
7.489096403121948,7.474638,0,2024-09-12 16:57:15,32.7,4134.015625
7.614643573760986,7.596645,0,2024-09-12 16:57:15,23.6,4133.43359375
7.739782333374023,7.709359,0,2024-09-12 16:57:15,32.3,4133.42578125
7.849650621414185,7.840356,0,2024-09-12 16:57:16,26.7,4133.46484375
7.988300800323486,7.967993,0,2024-09-12 16:57:16,27.3,4132.734375
8.090988397598267,8.083923,0,2024-09-12 16:57:16,32.2,4127.2265625
8.118786096572876,8.105263,1,2024-09-12 16:57:16,32.6,4136.0859375
8.257849216461182,8.229022,1,2024-09-12 16:57:16,33.9,4135.73828125
8.256858587265015,8.228231,0,2024-09-12 16:57:16,33.7,4136.0390625
8.366674900054932,8.348218,1,2024-09-12 16:57:16,32.5,4135.99609375
8.366676807403564,8.358059,0,2024-09-12 16:57:16,31.7,4137.9296875
8.491724491119385,8.480425,1,2024-09-12 16:57:16,30.5,4137.65625
8.491862773895264,8.468164,1,2024-09-12 16:57:16,29.7,4126.31640625
8.508651971817017,8.498649,0,2024-09-12 16:57:16,30.7,4124.921875
8.633679151535034,8.63734,0,2024-09-12 16:57:16,26.7,4125.2890625
8.71261978149414,8.704777,1,2024-09-12 16:57:17,20.1,4126.375
8.680018901824951,8.664457,0,2024-09-12 16:57:17,13.7,4128.01953125
8.941011667251587,8.917833,0,2024-09-12 16:57:17,12.0,4131.53125
8.995184421539307,8.97941,1,2024-09-12 16:57:17,25.7,4131.1328125
9.043272256851196,9.020621,0,2024-09-12 16:57:17,26.6,4132.63671875
9.0591881275177,9.052917,0,2024-09-12 16:57:17,22.1,4134.703125
9.199578285217285,9.189053,0,2024-09-12 16:57:17,26.1,4138.8515625
9.39292573928833,9.371145,1,2024-09-12 16:57:17,20.0,4138.609375
9.322601318359375,9.321447,0,2024-09-12 16:57:17,26.1,4135.76171875
9.479147672653198,9.464024,0,2024-09-12 16:57:17,25.8,4135.734375
9.605100631713867,9.597255,0,2024-09-12 16:57:17,26.9,4135.4921875
9.825531005859375,9.811363,1,2024-09-12 16:57:17,25.5,4133.0546875
9.715760707855225,9.694842,0,2024-09-12 16:57:17,23.9,4132.95703125
9.888493299484253,9.873601,1,2024-09-12 16:57:18,23.3,4132.8203125
9.810516595840454,9.796252,0,2024-09-12 16:57:18,23.7,4130.49609375
10.045369863510132,10.020595,0,2024-09-12 16:57:18,25.2,4148.28515625
10.155148029327393,10.124792,0,2024-09-12 16:57:18,29.7,4140.15625
10.170912265777588,10.145372,1,2024-09-12 16:57:18,33.2,4130.76171875
10.170912265777588,10.143668,1,2024-09-12 16:57:18,35.1,4140.99609375
10.155569314956665,10.146903,0,2024-09-12 16:57:18,26.5,4140.66015625
10.280612707138062,10.263088,0,2024-09-12 16:57:18,30.8,4139.59375
10.390771627426147,10.38503,0,2024-09-12 16:57:18,28.8,4156.74609375
10.50018572807312,10.472875,1,2024-09-12 16:57:18,31.6,4137.4375
10.531593561172485,10.515279,0,2024-09-12 16:57:19,32.1,4141.34765625
10.704806566238403,10.690988,1,2024-09-12 16:57:19,29.1,4142.21484375
10.64191746711731,10.630983,0,2024-09-12 16:57:19,29.9,4141.3828125
10.781407833099365,10.765352,0,2024-09-12 16:57:19,26.3,4141.453125
10.87586760520935,10.856713,0,2024-09-12 16:57:19,33.3,4131.78125
11.001534700393677,10.987746,0,2024-09-12 16:57:19,30.4,4131.19140625
11.04842734336853,11.025831,1,2024-09-12 16:57:19,30.5,4125.55859375
11.111301183700562,11.105597,0,2024-09-12 16:57:19,30.4,4125.546875
11.770256757736206,11.772379,1,2024-09-12 16:57:19,30.4,4136.77734375
11.754632472991943,11.756135,0,2024-09-12 16:57:19,31.0,4136.37890625
11.770256757736206,11.767575,0,2024-09-12 16:57:19,30.9,4130.33203125
11.770256757736206,11.774008,1,2024-09-12 16:57:19,30.4,4129.95703125
11.770256757736206,11.772645,1,2024-09-12 16:57:19,26.8,4129.8671875
11.770256757736206,11.77314,1,2024-09-12 16:57:19,30.4,4129.765625
11.770256757736206,11.766739,0,2024-09-12 16:57:20,24.9,4128.68359375
